txn_id,customer_id,amount,merchant_category,timestamp,location,is_international,customer_avg_txn,days_since_last_txn,card_type,customer_age,is_fraud
TXN_02309,CUST_0394,58.57,restaurant,2024-10-25T11:39:00,Vancouver,,236.07,2.0,Credit,54.0,0
TXN_01504,CUST_0115,28.07,restaurant,07-Dec-2024 02:34 PM,,Yes,155.03,28.0,,,1
TXN_03148,CUST_0264,342.0,travel,2024-09-22T06:06:00,London UK,1,,25.0,credit,82.0,0
TXN_03916,CUST_0007,$157.58,Retail,05/11/2024 04:06,,True,194.75,29.0,credit,41.0,0
TXN_00156,CUST_0418,$135.10,travel,14-Mar-2024 10:59 AM,,no,223.8,7.0,prepaid,46.0,0
TXN_03039,CUST_0167,538.44,restaurant,04-Apr-2024 03:49 AM,Montreal,False,146.3,9.0,debit,59.0,0
TXN_04194,CUST_0279,34.3,online,2024-10-26T07:12:00,,0,178.08,1.0,,78.0,0
TXN_00615,CUST_0089,607.57,restaurant,2024-07-16T17:19:00,,No,12.71,28.0,Credit,,0
TXN_00643,CUST_0094,$258.99,travel,2024-10-08T07:37:00,,0,13090.46,10.0,,67.0,0
TXN_04895,CUST_0194,46.72,restaurant,2024-06-10T21:03:00,Vancouver,False,119.59,23.0,Debit,,0
TXN_04278,CUST_0270,57.47,retail,2024-11-03T02:20:00,,True,178.64,25.0,Credit,20.0,0
TXN_01068,CUST_0313,54.72,retail,04/07/2024 14:26,Ottawa,0,138.36,16.0,prepaid,22.0,0
TXN_03350,CUST_0080,$102.71,retail,02/07/2024 01:40,Toronto,No,75.88,13.0,Debit,65.0,0
TXN_02697,CUST_0270,$635.68,Groceries,10/15/2024 10:12,Montreal,0,169.73,1.0,credit,68.0,0
TXN_04283,CUST_0432,5.81,Online,,Vancouver,1,117.99,5.0,,21.0,0
TXN_01566,CUST_0110,104.05,ATM,2024-06-16T10:59:00,Toronto,0,98.36,28.0,credit,25.0,0
TXN_00330,CUST_0148,25.26,resturant,02-Jun-2024 11:19 AM,Calgary,False,223.32,28.0,prepaid,75.0,0
TXN_01675,CUST_0132,169.42,Retail,10/14/2024 16:00,Toronto,0,155.08,11.0,debit,55.0,0
TXN_02698,CUST_0080,158.16,retail,08/07/2024 08:56,Vancouver,no,,23.0,,30.0,0
TXN_03681,CUST_0405,31.46,gas_station,31-Aug-2024 01:54 PM,,False,145.36,19.0,Debit,54.0,0
TXN_00622,CUST_0487,327.05,travel,2024-05-09T23:11:00,Toronto,False,204.89,1.0,credit,,0
TXN_01654,CUST_0305,21.0,Retail,2024-08-20T20:40:00,Calgary,,,,Credit,36.0,0
TXN_02369,CUST_0440,528.87,,03-Sep-2024 03:24 AM,Toronto,no,96.39,0.0,debit,24.0,0
TXN_03725,CUST_0293,30.96,atm,08/21/2024 11:58,Toronto,no,147.74,22.0,credit,60.0,0
TXN_02960,CUST_0052,$145.16,atm,2024-05-22T18:37:00,,False,143.98,20.0,,19.0,0
TXN_02242,CUST_0045,569.37,Retail,24-Feb-2024 02:00 PM,Vancouver,no,193.14,27.0,prepaid,48.0,1
TXN_01617,CUST_0177,$145.36,ATM,12-Mar-2024 09:26 AM,Vancouver,no,215.88,21.0,CREDIT,48.0,0
TXN_02763,CUST_0251,4.52,travel,04/18/2024 14:03,Toronto,yes,127.63,21.0,Debit,46.0,0
TXN_00755,CUST_0152,105.91,retail,2024-11-12T06:37:00,,False,256.44,22.0,credit,60.0,0
TXN_00518,CUST_0306,4.07,,09-Apr-2024 09:46 PM,Vancouver,False,86.04,17.0,CREDIT,150.0,0
TXN_04159,CUST_0428,217.96,online,08/05/2024 20:50,Montreal,No,174.9,,,26.0,0
TXN_00032,CUST_0460,74.75,,07/23/2024 23:45,Dubai,,99.13,8.0,Debit,49.0,0
TXN_03689,CUST_0112,$48.54,online,01/05/2024 12:35,Ottawa,False,121.58,2.0,credit,37.0,0
TXN_01157,CUST_0466,219.94,restaurant,2024-04-14T01:38:00,Vancouver,,53.77,7.0,Credit,52.0,0
TXN_00744,CUST_0408,63.9,,2024-05-17T03:17:00,Calgary,1,182.52,17.0,Credit,31.0,0
TXN_02036,CUST_0096,233.74,Retail,,,0,143.8,,debit,75.0,0
TXN_02447,CUST_0205,52.52,travel,2024-12-14T22:40:00,Vancouver,False,142.37,15.0,,56.0,0
TXN_01697,CUST_0008,$75.67,retail,21-Jul-2024 01:39 PM,Vancouver,No,204.72,8.0,CREDIT,21.0,0
TXN_02642,CUST_0018,221.07,ATM,26-Sep-2024 08:09 PM,Vancouver,False,126.37,7.0,credit,18.0,0
TXN_00783,CUST_0233,61.18,gas_station,2024-12-06T04:39:00,Calgary,False,226.83,27.0,credit,69.0,0
TXN_01835,CUST_0168,313.09,online,13-Feb-2024 03:02 AM,Ottawa,No,181.2,24.0,Debit,36.0,0
TXN_02554,CUST_0014,306.22,travel,06/20/2024 05:51,Toronto,yes,118.13,28.0,credit,38.0,0
TXN_00229,CUST_0473,226.35,Retail,02-Sep-2024 09:45 AM,Vancouver,no,169.23,7.0,prepaid,70.0,0
TXN_00857,CUST_0301,642.51,Groceries,2024-06-28T01:28:00,Toronto,No,198.33,1.0,debit,48.0,0
TXN_02887,CUST_0473,44.23,atm,2024-10-27T23:41:00,Montreal,0,218.62,5.0,prepaid,,0
TXN_02406,CUST_0093,,RETAIL,2024-08-31T14:22:00,New York,no,94.56,15.0,Debit,64.0,0
TXN_00408,CUST_0289,,restaurant,2024-03-25T23:13:00,Toronto,False,171.78,22.0,Debit,35.0,0
TXN_00170,CUST_0227,35.2,atm,03/03/2024 17:20,Vancouver,False,109.42,5.0,Credit,,0
TXN_00540,CUST_0288,334.21,travel,14-Jan-2024 10:46 PM,Toronto,No,183.43,,,74.0,0
TXN_03381,CUST_0014,384.21,groceries,08/20/2024 17:05,Vancouver,,220.44,6.0,debit,70.0,0
TXN_02348,CUST_0397,158.9,online,2024-04-04T01:48:00,Toronto,True,217.28,0.0,Credit,150.0,0
TXN_04563,CUST_0118,52.36,,04/16/2024 04:30,Montreal,no,146.73,1.0,credit,27.0,0
TXN_00613,CUST_0118,152.95,travel,03/26/2024 05:37,Toronto,0,138.62,9.0,CREDIT,38.0,0
TXN_04270,CUST_0147,70.63,atm,,Toronto,1,183.36,3.0,,60.0,0
TXN_02857,CUST_0381,54.18,retail,27-Jul-2024 02:21 PM,Montreal,False,216.57,29.0,,80.0,0
TXN_04669,CUST_0418,8.59,gas_station,09/15/2024 17:31,Ottawa,False,236.1,,credit,66.0,0
TXN_01161,CUST_0022,65.61,atm,04-Jul-2024 12:40 PM,Toronto,yes,190.1,24.0,prepaid,78.0,0
TXN_02101,CUST_0226,188.1,Online,2024-12-12T19:31:00,Vancouver,no,106.64,11.0,Credit,60.0,0
TXN_02409,CUST_0079,390.33,RETAIL,2024-09-04T04:03:00,London UK,False,163.04,,credit,40.0,0
TXN_02486,CUST_0416,533.46,groceries,2024-07-06T08:43:00,Montreal,False,97.89,0.0,Credit,44.0,0
TXN_01669,CUST_0113,398.93,travel,03/26/2024 16:59,Toronto,True,221.64,11.0,Debit,64.0,0
TXN_04842,CUST_0242,222.48,online,,,Yes,90.68,27.0,Debit,51.0,0
TXN_03317,CUST_0043,33.89,atm,06-May-2024 08:29 AM,Montreal,No,-0.58,7.0,credit,33.0,0
TXN_00564,CUST_0264,112.61,Retail,04-Dec-2024 12:57 AM,Toronto,False,,17.0,credit,44.0,0
TXN_03801,CUST_0401,268.87,travel,2024-10-06T00:49:00,Toronto,,114.19,9.0,credit,,0
TXN_04291,CUST_0284,98.48,gas_station,14-Sep-2024 11:31 AM,London UK,1,177.81,,,63.0,0
TXN_01860,CUST_0029,75.09,retail,2024-09-30T16:57:00,Montreal,False,8053.57,20.0,Credit,51.0,0
TXN_03781,CUST_0173,439.78,Groceries,2024-09-03T19:06:00,Vancouver,False,196.46,12.0,debit,28.0,0
TXN_01744,CUST_0381,,groceries,2024-08-14T19:17:00,,True,171.29,12.0,debit,79.0,0
TXN_04818,CUST_0371,121.06,ATM,2024-02-18T07:14:00,New York,False,128.7,23.0,Debit,32.0,0
TXN_04978,CUST_0415,$187.93,online,02/04/2024 22:35,Toronto,Yes,112.72,25.0,prepaid,31.0,0
TXN_03545,CUST_0378,,Retail,02-Aug-2024 04:25 PM,Dubai,No,120.09,,debit,60.0,0
TXN_01588,CUST_0425,322.25,Retail,2024-10-04T12:36:00,Montreal,no,111.3,21.0,prepaid,72.0,1
TXN_02437,CUST_0432,-253.34,travel,2024-05-09T22:33:00,Montreal,False,147.44,22.0,Debit,52.0,0
TXN_02531,CUST_0178,295.52,Retail,,Calgary,0,178.16,2.0,Debit,34.0,0
TXN_02598,CUST_0353,$970.00,RETAIL,2024-01-10T23:19:00,,no,134.88,2.0,,33.0,0
TXN_01172,CUST_0078,25.51,groceries,09/08/2024 06:52,New York,0,217.38,22.0,Credit,78.0,0
TXN_04149,CUST_0189,598.99,travel,2024-06-26T01:19:00,Calgary,Yes,114.24,27.0,prepaid,20.0,0
TXN_00325,CUST_0420,346.95,ATM,2024-10-28T09:32:00,Toronto,False,204.21,26.0,debit,83.0,0
TXN_01051,CUST_0039,10.08,groceries,25-Jun-2024 04:30 PM,Toronto,0,81.9,24.0,,46.0,0
TXN_03860,CUST_0129,$353.72,online,2024-03-08T19:58:00,,,212.14,5.0,Debit,29.0,0
TXN_03360,CUST_0359,264.76,travel,09/11/2024 16:42,London UK,no,,27.0,credit,31.0,0
TXN_02944,CUST_0281,58.67,groceries,2024-01-06T21:13:00,Toronto,yes,120.46,22.0,credit,73.0,0
TXN_04326,CUST_0222,451.32,,04-Sep-2024 04:10 AM,Toronto,True,114.59,25.0,Debit,29.0,0
TXN_04225,CUST_0343,684.6,,2024-11-18T19:49:00,Vancouver,False,202.65,20.0,Credit,79.0,0
TXN_01196,CUST_0253,280.33,resturant,,Toronto,yes,254.69,5.0,,50.0,0
TXN_00620,CUST_0272,83.66,Retail,,Ottawa,1,196.63,6.0,Debit,,0
TXN_02378,CUST_0262,87.81,ATM,,Montreal,0,13726.15,9.0,Debit,74.0,0
TXN_00065,CUST_0316,201.22,ATM,10/21/2024 19:11,Ottawa,,,22.0,credit,58.0,0
TXN_01189,CUST_0337,235.9,groceries,,Vancouver,False,84.45,20.0,Credit,31.0,0
TXN_00328,CUST_0451,50.01,resturant,07/08/2024 20:10,New York,True,179.34,3.0,,44.0,0
TXN_00648,CUST_0400,81.43,groceries,2024-08-24T07:03:00,Vancouver,True,13378.24,21.0,Credit,37.0,0
TXN_00897,CUST_0417,146.11,retail,2024-09-05T09:31:00,,No,136.36,17.0,Credit,71.0,0
TXN_03071,CUST_0077,$303.03,online,03/16/2024 10:51,Calgary,False,133.24,1.0,debit,66.0,1
TXN_01123,CUST_0126,16.18,Online,11-Oct-2024 02:16 AM,Toronto,,128.38,25.0,credit,81.0,0
TXN_01961,CUST_0199,550.85,Retail,07/15/2024 06:31,Ottawa,False,252.08,27.0,Debit,56.0,0
TXN_04690,CUST_0154,57.8,ATM,29-May-2024 11:25 PM,,0,168.52,2.0,prepaid,78.0,0
TXN_03978,CUST_0098,865.14,gas_station,28-Dec-2024 02:58 AM,Vancouver,False,,13.0,CREDIT,53.0,0
TXN_02004,CUST_0474,393.95,travel,2024-06-21T19:57:00,Ottawa,False,148.52,12.0,credit,54.0,0
TXN_03253,CUST_0014,229.75,,,Montreal,Yes,,19.0,Credit,68.0,0
TXN_02497,CUST_0116,70.5,restaurant,2024-11-28T00:34:00,Montreal,True,83.96,13.0,Debit,65.0,0
TXN_03378,CUST_0155,142.09,Online,2024-03-07T20:15:00,,False,178.18,15.0,credit,58.0,0
TXN_02304,CUST_0192,272.75,online,05/22/2024 14:11,Vancouver,no,105.39,16.0,Debit,75.0,0
TXN_01600,CUST_0418,,travel,2024-08-07T07:13:00,Montreal,no,110.61,147.0,Debit,47.0,0
TXN_03799,CUST_0301,87.39,restaurant,2024-01-22T18:03:00,Toronto,False,-1.77,4.0,,79.0,0
TXN_01023,CUST_0259,-43.34,gas_station,05/03/2024 05:45,,0,183.23,121.0,prepaid,23.0,0
TXN_02045,CUST_0318,447.82,,05/22/2024 03:25,Ottawa,True,160.1,14.0,Debit,72.0,0
TXN_00228,CUST_0348,179.87,Retail,2024-12-07T08:31:00,Montreal,0,128.01,18.0,Debit,25.0,0
TXN_04643,CUST_0196,55.93,online,2024-05-12T00:39:00,Vancouver,No,124.37,13.0,debit,60.0,0
TXN_02952,CUST_0470,121.85,Online,12/09/2024 15:40,Montreal,no,266.46,1.0,,26.0,0
TXN_04987,CUST_0055,404.96,GROCERIES,2024-10-14T02:06:00,Ottawa,0,108.95,3.0,,26.0,0
TXN_00809,CUST_0039,172.91,RETAIL,07/30/2024 19:24,,False,69.41,12.0,credit,54.0,0
TXN_03235,CUST_0012,549.15,resturant,25-Nov-2024 02:48 AM,Toronto,0,,17.0,Debit,80.0,0
TXN_00978,CUST_0256,222.17,groceries,,London UK,True,164.91,14.0,Debit,18.0,0
TXN_03002,CUST_0385,148.46,travel,03/16/2024 09:05,Toronto,no,,11.0,debit,48.0,0
TXN_02743,CUST_0282,206.97,travel,2024-07-09T00:41:00,Vancouver,no,,339.0,Debit,69.0,0
TXN_01746,CUST_0036,135.66,gas_station,10/23/2024 05:17,Calgary,False,44.62,19.0,credit,48.0,0
TXN_04253,CUST_0115,$135.63,Retail,04/12/2024 02:50,Dubai,True,228.56,25.0,credit,55.0,0
TXN_01451,CUST_0067,53.21,atm,2024-11-23T15:20:00,New York,yes,221.8,11.0,debit,150.0,0
TXN_03471,CUST_0079,324.45,groceries,10-Jul-2024 05:03 AM,Vancouver,False,,11.0,CREDIT,57.0,0
TXN_04980,CUST_0295,626.63,Groceries,,Vancouver,0,220.09,8.0,,55.0,0
TXN_02822,CUST_0345,4.11,retail,2024-09-09T08:27:00,,False,71.63,16.0,CREDIT,67.0,0
TXN_03666,CUST_0129,452.42,restaurant,12/22/2024 00:21,Vancouver,no,175.81,12.0,Credit,79.0,0
TXN_00174,CUST_0131,49.58,resturant,2024-08-13T17:44:00,Montreal,0,92.96,9.0,Debit,48.0,0
TXN_01652,CUST_0158,117.01,Retail,2024-01-08T13:19:00,Vancouver,No,113.49,21.0,Debit,31.0,0
TXN_03080,CUST_0146,29.72,groceries,2024-08-28T20:27:00,Vancouver,yes,155.52,20.0,credit,63.0,0
TXN_01532,CUST_0481,851.73,,10/01/2024 09:24,Toronto,no,225.21,17.0,Debit,-5.0,0
TXN_04506,CUST_0445,-160.91,Groceries,04/21/2024 16:59,Toronto,False,108.45,0.0,debit,26.0,0
TXN_00217,CUST_0441,328.67,Groceries,2024-11-17T21:09:00,Calgary,False,173.82,23.0,credit,31.0,0
TXN_04822,CUST_0108,14.93,retail,29-Jun-2024 12:05 AM,,True,178.95,15.0,credit,999.0,0
TXN_03793,CUST_0476,491.12,atm,01/18/2024 09:54,London UK,,74.68,13.0,prepaid,79.0,0
TXN_01444,CUST_0104,$323.06,,12/25/2024 12:58,Ottawa,True,199.63,252.0,Credit,74.0,0
TXN_00690,CUST_0178,39.85,groceries,06/18/2024 16:54,Ottawa,False,174.95,9.0,,43.0,0
TXN_02628,CUST_0335,451.75,groceries,05/20/2024 21:03,Toronto,False,108.7,12.0,debit,79.0,0
TXN_02276,CUST_0448,$165.74,travel,,Ottawa,True,79.12,4.0,Credit,66.0,0
TXN_02457,CUST_0095,374.61,retail,,New York,,146.2,4.0,,59.0,0
TXN_01106,CUST_0081,149.65,travel,2024-01-31T09:56:00,,False,186.85,21.0,CREDIT,,0
TXN_02157,CUST_0398,206.77,groceries,25-May-2024 10:41 AM,Calgary,No,69.37,2.0,credit,62.0,0
TXN_02111,CUST_0310,281.38,online,2024-04-29T07:33:00,,,158.46,6.0,Debit,,0
TXN_01583,CUST_0202,$35.13,ATM,09-Mar-2024 05:23 PM,,yes,232.71,10.0,debit,67.0,0
TXN_00611,CUST_0096,520.9,atm,15-Sep-2024 02:29 PM,Ottawa,0,168.36,12.0,debit,,0
TXN_03307,CUST_0031,133.97,travel,24-Sep-2024 01:26 AM,,0,178.67,229.0,debit,63.0,0
TXN_03784,CUST_0183,68.92,online,2024-11-22T09:21:00,Toronto,0,218.33,26.0,credit,81.0,0
TXN_00576,CUST_0350,,groceries,01/02/2024 16:23,,No,240.56,1.0,debit,79.0,0
TXN_02104,CUST_0052,406.14,Groceries,2024-05-17T08:17:00,Ottawa,True,23212.6,28.0,,53.0,0
TXN_04480,CUST_0307,513.41,,2024-07-23T08:00:00,Montreal,,132.63,6.0,credit,999.0,0
TXN_01180,CUST_0121,-212.26,Groceries,2024-12-14T20:27:00,Calgary,False,135.67,29.0,debit,28.0,0
TXN_00888,CUST_0001,44.86,ATM,2024-02-27T06:06:00,Vancouver,no,215.91,22.0,Credit,28.0,0
TXN_03192,CUST_0406,-103.9,groceries,02/22/2024 11:10,,False,161.18,9.0,,78.0,0
TXN_02432,CUST_0236,27.9,retail,12/20/2024 11:03,,0,186.02,5.0,,37.0,0
TXN_03074,CUST_0409,31.53,Groceries,,Vancouver,No,78.0,12.0,prepaid,19.0,0
TXN_00817,CUST_0122,74.06,Groceries,05/08/2024 20:14,Calgary,False,157.57,21.0,Credit,54.0,0
TXN_04677,CUST_0388,97.57,,02/20/2024 16:35,,True,206.14,22.0,credit,76.0,0
TXN_03318,CUST_0254,321.12,restaurant,07/24/2024 14:35,Calgary,No,126.24,9.0,debit,75.0,0
TXN_00208,CUST_0327,49.36,,10/18/2024 00:05,,False,200.45,13.0,CREDIT,79.0,0
TXN_00293,CUST_0160,$651.38,groceries,05/16/2024 02:09,Vancouver,No,172.56,0.0,Debit,18.0,0
TXN_01119,CUST_0262,182.76,,03/18/2024 08:30,New York,no,108.03,24.0,Debit,56.0,0
TXN_04729,CUST_0278,46.71,travel,06-Dec-2024 10:25 AM,Montreal,1,125.09,493.0,debit,,0
TXN_04394,CUST_0038,19.14,gas_station,2024-01-03T12:37:00,Toronto,Yes,211.53,7.0,Debit,28.0,0
TXN_01264,CUST_0083,118.37,groceries,09-Jul-2024 01:00 AM,New York,no,224.81,15.0,Credit,56.0,0
TXN_00990,CUST_0119,122.57,,17-Sep-2024 02:41 AM,Toronto,False,179.17,15.0,,41.0,0
TXN_02317,CUST_0270,21.12,groceries,07-May-2024 08:40 AM,Toronto,1,215.54,20.0,credit,32.0,0
TXN_04240,CUST_0437,431.13,groceries,23-Mar-2024 08:31 PM,Toronto,No,192.01,1.0,debit,,0
TXN_03431,CUST_0082,-0.73,,25-Aug-2024 04:24 AM,,0,111.26,25.0,credit,84.0,0
TXN_00353,CUST_0252,927.79,restaurant,21-May-2024 05:15 AM,New York,False,147.83,19.0,prepaid,18.0,0
TXN_01921,CUST_0101,$113.81,Groceries,2024-09-23T19:53:00,Ottawa,False,56.2,5.0,debit,65.0,0
TXN_01538,CUST_0492,223.88,travel,2024-07-12T23:35:00,Vancouver,no,117.53,18.0,prepaid,50.0,0
TXN_03458,CUST_0314,99.51,online,2024-02-08T06:43:00,London UK,no,130.38,19.0,Debit,58.0,0
TXN_01489,CUST_0216,,RETAIL,12/12/2024 04:00,Montreal,True,212.75,9.0,Credit,81.0,0
TXN_03833,CUST_0051,257.45,online,2024-04-10T13:24:00,,False,139.91,3.0,credit,34.0,0
TXN_03722,CUST_0024,177.56,ATM,2024-08-21T13:07:00,Montreal,0,205.33,26.0,Debit,67.0,0
TXN_01228,CUST_0015,205.21,retail,06/12/2024 16:21,Vancouver,Yes,163.28,5.0,prepaid,,0
TXN_00259,CUST_0472,220.05,online,2024-05-27T23:51:00,,No,185.55,26.0,Credit,47.0,0
TXN_03537,CUST_0049,417.39,Online,04/17/2024 14:56,,True,167.02,21.0,Credit,40.0,0
TXN_04730,CUST_0068,133.43,travel,18-May-2024 04:55 AM,Calgary,no,55.12,18.0,credit,80.0,0
TXN_04788,CUST_0005,286.78,Retail,2024-07-02T16:02:00,Ottawa,0,89.33,10.0,Credit,50.0,0
TXN_01833,CUST_0134,158.64,resturant,19-Jan-2024 07:21 PM,Montreal,no,143.87,26.0,CREDIT,18.0,0
TXN_02591,CUST_0243,185.98,Online,01-Jul-2024 04:36 AM,Montreal,False,180.14,15.0,credit,81.0,0
TXN_00052,CUST_0055,158.19,RETAIL,2024-11-26T09:10:00,,no,46.4,4.0,debit,35.0,0
TXN_02617,CUST_0050,464.95,travel,11/19/2024 20:24,Montreal,,100.62,24.0,Credit,52.0,0
TXN_04508,CUST_0417,137.53,travel,09/20/2024 19:31,Montreal,Yes,144.37,25.0,debit,80.0,0
TXN_02236,CUST_0155,150.5,travel,07/30/2024 07:55,Montreal,1,146.01,11.0,credit,65.0,0
TXN_03429,CUST_0112,484.02,gas_station,07/23/2024 08:09,Calgary,no,196.94,12.0,debit,81.0,0
TXN_03116,CUST_0269,175.94,ATM,2024-03-25T14:56:00,Ottawa,True,115.63,20.0,Debit,38.0,0
TXN_02388,CUST_0162,32.12,Groceries,04-Apr-2024 12:22 PM,Vancouver,True,217.32,394.0,debit,39.0,0
TXN_01479,CUST_0123,120.25,groceries,,Toronto,False,120.98,,,69.0,0
TXN_01507,CUST_0292,324.99,Online,08-Mar-2024 06:47 AM,New York,False,202.79,28.0,Debit,53.0,0
TXN_01033,CUST_0085,33.85,,05/08/2024 20:04,Calgary,no,145.67,14.0,,61.0,0
TXN_01097,CUST_0249,67.15,retail,2024-10-04T08:20:00,New York,False,120.26,9.0,credit,23.0,0
TXN_01469,CUST_0485,76.16,gas_station,2024-01-27T01:53:00,Ottawa,False,180.84,9.0,Debit,64.0,0
TXN_00543,CUST_0342,252.79,GROCERIES,2024-10-14T09:24:00,Toronto,0,194.11,15.0,credit,32.0,0
TXN_01046,CUST_0288,165.16,online,2024-07-06T18:14:00,Vancouver,False,139.76,22.0,Debit,66.0,0
TXN_04039,CUST_0026,32.2,Online,2024-07-26T23:11:00,Vancouver,True,266.61,19.0,CREDIT,42.0,0
TXN_01630,CUST_0361,29.46,Retail,2024-10-24T07:10:00,Calgary,False,157.61,7.0,debit,21.0,0
TXN_00030,CUST_0277,151.4,retail,2024-09-19T19:16:00,Vancouver,yes,95.85,19.0,prepaid,35.0,0
TXN_00725,CUST_0418,169.19,atm,2024-11-29T20:15:00,Toronto,False,168.6,26.0,Debit,75.0,0
TXN_00926,CUST_0415,215.12,,2024-01-24T04:57:00,,yes,,27.0,,43.0,0
TXN_02138,CUST_0379,43.43,Online,12-Apr-2024 12:01 AM,Vancouver,True,221.85,5.0,,24.0,0
TXN_03980,CUST_0494,25.06,ATM,2024-08-30T03:47:00,Toronto,Yes,15918.13,20.0,Credit,76.0,0
TXN_01426,CUST_0104,316.35,ATM,2024-04-30T23:52:00,Montreal,No,154.92,18.0,CREDIT,43.0,0
TXN_03749,CUST_0336,334.75,,2024-06-14T22:57:00,Toronto,no,204.12,15.0,,74.0,0
TXN_00436,CUST_0027,,retail,21-Oct-2024 03:34 PM,Montreal,yes,244.85,12.0,Debit,45.0,0
TXN_02517,CUST_0451,15.09,Groceries,,Toronto,True,205.4,27.0,CREDIT,23.0,0
TXN_00912,CUST_0203,315.93,Retail,2024-05-06T15:59:00,Montreal,,106.73,27.0,Credit,39.0,0
TXN_04265,CUST_0142,64.25,travel,2024-04-22T09:29:00,,False,168.58,22.0,,70.0,0
TXN_04327,CUST_0041,320.85,Groceries,06/27/2024 20:31,Vancouver,no,102.66,18.0,,27.0,0
TXN_04557,CUST_0331,451.83,Groceries,10-Aug-2024 02:05 PM,Montreal,yes,128.12,1.0,debit,38.0,0
TXN_04860,CUST_0116,50.66,retail,31-Mar-2024 12:26 PM,,True,35.06,0.0,Debit,21.0,0
TXN_02331,CUST_0033,98.57,ATM,17-Feb-2024 02:10 PM,Toronto,False,185.08,28.0,,25.0,0
TXN_04746,CUST_0416,126.06,Retail,,Vancouver,Yes,236.43,11.0,prepaid,84.0,0
TXN_01238,CUST_0231,311.46,restaurant,2024-10-08T11:37:00,Vancouver,yes,164.54,16.0,,23.0,0
TXN_00903,CUST_0173,21.33,groceries,11/09/2024 12:53,,True,226.68,,debit,84.0,0
TXN_01837,CUST_0268,84.05,Groceries,02/28/2024 03:52,Toronto,Yes,125.98,18.0,credit,31.0,0
TXN_03208,CUST_0066,-73.62,travel,2024-08-24T01:59:00,New York,False,189.26,10.0,Credit,19.0,0
TXN_04254,CUST_0225,50.75,groceries,08/11/2024 09:27,Toronto,,86.61,18.0,debit,65.0,0
TXN_00507,CUST_0417,4.85,retail,25-Jul-2024 11:51 PM,Montreal,yes,16705.92,28.0,,28.0,0
TXN_04350,CUST_0267,63.43,groceries,2024-10-21T01:18:00,Montreal,True,197.14,24.0,credit,55.0,0
TXN_00183,CUST_0207,-257.07,Online,2024-04-21T04:18:00,Toronto,False,215.36,9.0,credit,44.0,1
TXN_04151,CUST_0477,169.38,travel,15-Jul-2024 06:43 AM,Montreal,True,175.64,22.0,,70.0,0
TXN_01497,CUST_0047,192.31,gas_station,2024-02-18T05:34:00,Montreal,no,239.98,5.0,,61.0,0
TXN_03305,CUST_0092,340.87,Retail,19-May-2024 01:33 PM,,False,222.04,25.0,credit,44.0,1
TXN_00321,CUST_0259,341.56,atm,2024-05-10T09:00:00,Toronto,True,179.61,10.0,prepaid,30.0,0
TXN_01840,CUST_0455,45.98,retail,2024-04-25T03:33:00,Vancouver,False,231.5,29.0,CREDIT,66.0,0
TXN_02715,CUST_0468,3.7,resturant,,,no,116.41,,prepaid,26.0,0
TXN_04663,CUST_0305,247.07,retail,22-Jan-2024 08:45 AM,Vancouver,No,161.24,23.0,credit,81.0,0
TXN_03708,CUST_0400,172.62,Groceries,29-Jan-2024 08:28 AM,Toronto,,117.86,12.0,debit,70.0,0
TXN_01844,CUST_0410,97.7,RETAIL,,Toronto,True,156.2,6.0,Debit,27.0,0
TXN_01909,CUST_0291,47.11,travel,30-Jun-2024 01:35 PM,London UK,,93.92,28.0,credit,27.0,0
TXN_04556,CUST_0307,126.05,gas_station,2024-06-01T12:23:00,,0,200.31,29.0,prepaid,21.0,0
TXN_01551,CUST_0378,74.02,Online,05/09/2024 07:29,Toronto,no,63.07,4.0,credit,29.0,0
TXN_04482,CUST_0423,13.62,online,2024-11-20T16:05:00,Calgary,False,145.14,1.0,debit,68.0,0
TXN_01146,CUST_0195,-342.29,travel,2024-10-05T09:13:00,Toronto,True,215.7,24.0,Credit,78.0,0
TXN_02110,CUST_0063,91.87,Groceries,15-Nov-2024 07:05 AM,,No,112.15,9.0,Debit,,0
TXN_00044,CUST_0464,30.35,restaurant,,,False,193.45,14.0,prepaid,53.0,0
TXN_03938,CUST_0314,299.76,resturant,,Vancouver,False,,4.0,credit,73.0,0
TXN_02492,CUST_0233,167.03,resturant,2024-01-03T08:00:00,Toronto,No,222.24,11.0,Debit,32.0,0
TXN_01891,CUST_0365,311.82,gas_station,26-Feb-2024 04:36 AM,Vancouver,,213.2,2.0,Debit,,0
TXN_01378,CUST_0095,$72.26,atm,21-Nov-2024 05:31 AM,Toronto,False,130.96,20.0,Credit,35.0,0
TXN_02439,CUST_0319,26.46,groceries,2024-10-08T19:00:00,Montreal,False,244.93,9.0,,21.0,0
TXN_04993,CUST_0295,590.44,groceries,10/11/2024 18:09,,False,191.53,18.0,,24.0,0
TXN_00413,CUST_0384,102.84,Online,2024-02-09T23:04:00,,False,119.96,3.0,,29.0,0
TXN_04811,CUST_0184,682.95,Groceries,04/15/2024 23:33,Ottawa,Yes,132.86,28.0,credit,72.0,0
TXN_01407,CUST_0286,32.58,groceries,,Toronto,True,252.05,0.0,Credit,19.0,0
TXN_01720,CUST_0088,264.79,resturant,07/18/2024 12:32,New York,False,138.2,4.0,debit,,0
TXN_00801,CUST_0436,41.71,resturant,2024-10-20T05:58:00,London UK,False,,236.0,debit,66.0,0
